,主催者,共催・協力,タイトル,サブタイトル,内容,サブイベント,学ぶ,ふれる・感じる,体を動かす,奏でる,乗る,見る,作る・描く,収穫・採集する,その他,"集合
場所",建物,住所,緯度,経度,所要時間,開始日,終了日,開始時間,終了時間,スケジュール備考,開始時間,終了時間,スケジュール備考,就学前,小学生低学年,小学生中学年,小学校高学年,中学生,高校生以上,対象者備考,募集人数,事前登録,申し込み方法,"申込
締切","申込み・問合せ先
",料金種別,金額,料金備考,問合せ先部署名,郵便番号,住所,電話番号,FAX番号,内線,email,ウエブサイトURL,説明
MAFF033,農林水産省,,遊んで学ぼう！農業遺産,海女さんになろう！,三重県鳥羽・志摩地域の海女の磯着（いそぎ）の試着体験を行います,,1,1,,,,1,,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,"2017-8-2
2017-8-3","2017-8-2
2017-8-3","13:40
10:30","16:00
15:00","8月2日
午後７回実施
１回目13:40開始
２回目以降20分間隔で実施

8月3日
午前４回実施
10:30開始
午後６回実施
13:00開始
それぞれ、以降20分間隔で実施",,,,,1,1,1,1,,,各回１家族程度（きょうだい等での参加も可。磯着は、120・130・140サイズ及び大人サイズ（サイズフリー）が各2着あるので、この中から事前に希望サイズ、枚数を連絡）,必要,"往復はがき
詳細は農林水産省HPをご確認ください",7/11/17,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF018,農林水産省,,食品会社のお仕事を見てみよう！～フード・コミュニケーション・プロジェクト,,"・クイズラリーに参加しよう！
・みんなが好きなあの人気者にも会えるかも！
※私たちに食品を届けている食品会社のお仕事を見たり、体験してみよう！
",※印のイベント,1,1,,,,1,,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,"※印のイベント
１回40分
①10:15
②11:30
③13:00
④14:15",,,,,1,1,1,1,,,"※印のイベント
各回30人（引率者を除）",不要,,"※印のイベント
当日整理券配布
","担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF019,農林水産省,,"このマメ
何のマメ？
～さわって・はかって・学んでみよう！～",,"・マメやパネルの展示
※マメの重さあてにチャレンジ
重さ当てに使った豆と参加賞をプレゼント
さらに　豆の重さを正確に当てた方には素敵な景品（数量限定先着順）をプレゼント
",,1,1,,,,1,,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,"※印のイベント
次の時間帯で実施
①10:00～13:00
②13:00～16:00
豆が無くなり次第終了",,,,1,1,1,1,1,,,,不要,,,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF020,農林水産省,,花育（はないく）教室,花に関するクイズに挑戦しよう！,"・花に関するクイズに挑戦しよう！
※フラワーアレンジメントを体験してみよう！",※印のイベント,1,1,,,,1,1,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,"※印のイベント
１回45分
①10:30
②13:00
③14:00
④15:00",,,,,1,1,1,1,,,"※印のイベント
各回15人（引率者を除）",不要,,"※印のイベント
当日整理券配布
","担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF021,農林水産省,公益社団法人日本缶詰びん詰レトルト食品協会,レトルト食品の秘密と体験試食会,,"・レトルト食品ってなんだろう？？？パネルで学んでクイズに挑戦！
・みんなレトルト食品だよ。色々なレトルト食品を見てみよう！
※・レトルトカレーとレトルト米飯の加温、盛りつけ、試食体験！",※印のイベント,1,,,,,1,1,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,20分,2017-08-02,2017-08-03,10:00,16:00,"※印のイベント
30分間隔
11回実施",,,,,1,1,1,1,,,"※印のイベント
各回4人（引率者を除）",不要,,"※印のイベント当日整理券配布
","担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF022,農林水産省,（一財）大日本蚕糸会、（株）龍工房,組紐づくり＆ブレンド緑茶づくりにチャレンジ！,,"・会場で裸足になって国産いぐさの畳の良さ、リラックス効果を体感
・石臼挽き抹茶づくり
・一粒繰りによる生糸づくりを体験
・国産繭から生糸、国産いぐさから畳ができるまでをパネル、実物で学習
①絹糸を編んで、日本伝統の工芸品「組紐」づくりにチャレンジ
②自分で好みの茶葉をブレンド！ブレンド緑茶づくりにチャレンジ",①、②のイベント,1,1,,,,1,1,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,"① 55分間隔
5回実施
② 30分間隔
8回実施",,,,,1,1,1,1,,,"① 各回8人（引率者を除）
② 各回6人（引率者を除）",必要,"① 往復はがき
詳細は農林水産省HPをご確認ください","① 7月11日
② 当日整理券配付","担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF023,農林水産省,,ギョーさん、おさかなを知ろう！,,・さかなクンによる、お魚セミナー,,1,,,,,,,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-02,11:00,11:30,変更になる可能あり,,,,,1,1,1,1,,,60人程度（引率者を除）,必要,"往復はがき
詳細は農林水産省HPをご確認ください",7/11/17,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF024,農林水産省,愛媛県漁業協同組合連合会、愛媛県庁、立神真珠養殖漁業協同組合、三重県庁,真珠をつかって、世界にひとつだけのドアプレートをつくろう！,,"・真珠の見分け方教室、真珠を身につけて写真を撮ろう！
※世界にひとつだけのドアプレート製作教室
",※印のイベント,1,1,,,,,,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,"※印のイベント
１回50分
①10:10
②11:10
③13:10
④14:10
⑤15:10",,,,,1,1,1,1,,,"※印のイベント
各回38人程度（引率者を除く）",必要,"※印のイベント往復はがき
詳細は農林水産省HPをご確認ください","※印のイベント
7月11日","担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF025,農林水産省,全日本錦鯉振興会,錦鯉について学ぼう！,,・錦鯉の歴史、生産風景、品種等のパネル、小型錦鯉を展示　ほか,,1,1,,,,1,,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF026,農林水産省,日本鰹節協会、全国いか加工業協同組合、全国調理食品工業協同組合,"クジラについて学ぼう！
KIRIMIちゃん.とおさかなについて学ぼう！",,"・クジラってどんな生きものなんだろう？ クジラの標本やパネル展示から人間とのつながりを学ぼう！
・伝統の水産加工品「かつお節」削り体験
・おさかなたべよう大使の「KIRIMIちゃん.」と魚食のすばらしさ、大切さを学ぼう！
・資料展示",,1,1,,,,1,1,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF027,農林水産省,兵庫県・NPO法人メダカのコタロー劇団,君もため池マンに変身して メダカのコタローと農村の生きものを守ろう！,,"・生き物タッチプール
・コタローたちと記念撮影
・ため池・疏水検定クイズで君も博士になろう
※コタロー劇団によるアニメ紙芝居
",※印のイベント,1,1,,,,1,,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,"※印のイベント
１回40分
①11:00
②14:30",,,,1,1,1,1,1,,,"※印のイベント
各回40人（引率者を除）",不要,,"※印のイベント
当日整理券配布
","担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF028,農林水産省,,植物や動物を病気から守るお仕事ってどんなことするの？,,"・昆虫標本の実体顕微鏡を用いた観察、昆虫のスケッチをやってみよう！
・犬の輸入検査（白衣試着、マイクロチップリーダー、聴診器等）を体験してみよう。　
・動植物防疫に関するパネル展示、クイズ
・クンくん（検疫探知犬マスコット）の登場　等",,1,1,,,,1,1,,1,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
MAFF029,農林水産省,,子ども相談コーナー,,"・農林水産業や食生活について、質問してみよう！（食育クイズ等を実施）
・バケツ稲と農業環境に関係する自然の生き物の展示
",,1,,1,,,1,,,,"《受付》
農林水産省本館正面、本館南、北別館の各玄関",農林水産省,東京都千代田区霞が関1-2-1,35.673894,139.751696,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：農林水産省大臣官房広報評価課広報室
郵便番号：100-8950
住所：東京都千代田区霞が関1-2-1
代表番号：03－3502－8111（内線3073）
直通番号：03-3501-3779
農林水産省見学デーHP：
http://www.maff.go.jp/j/kids/experience/k_d/",無料,,,農林水産省大臣官房広報評価課広報室,100-8950,東京都千代田区霞が関1-2-1,03－3502－8111,,3073,,http://www.maff.go.jp/j/kids/experience/k_d/,直通番号：03-3501-3779
